2Grammed_APICalls_#102,2Grammed_APICalls_#144,2Grammed_APICalls_#148,2Grammed_APICalls_#157,2Grammed_APICalls_#161,2Grammed_APICalls_#168,2Grammed_APICalls_#170,2Grammed_APICalls_#173,2Grammed_APICalls_#201,2Grammed_APICalls_#209,2Grammed_APICalls_#217,2Grammed_APICalls_#224,2Grammed_APICalls_#250,2Grammed_APICalls_#251,2Grammed_APICalls_#252,2Grammed_APICalls_#253,2Grammed_APICalls_#258,2Grammed_APICalls_#259,2Grammed_APICalls_#264,2Grammed_APICalls_#285,2Grammed_APICalls_#299,2Grammed_APICalls_#305,2Grammed_APICalls_#307,2Grammed_APICalls_#308,2Grammed_APICalls_#319,2Grammed_APICalls_#324,2Grammed_APICalls_#336,2Grammed_APICalls_#347,2Grammed_APICalls_#355,2Grammed_APICalls_#367,2Grammed_APICalls_#372,2Grammed_APICalls_#38,2Grammed_APICalls_#387,2Grammed_APICalls_#388,2Grammed_APICalls_#389,2Grammed_APICalls_#390,2Grammed_APICalls_#396,2Grammed_APICalls_#398,2Grammed_APICalls_#399,2Grammed_APICalls_#405,2Grammed_APICalls_#412,2Grammed_APICalls_#433,2Grammed_APICalls_#436,2Grammed_APICalls_#439,2Grammed_APICalls_#440,2Grammed_APICalls_#441,2Grammed_APICalls_#442,2Grammed_APICalls_#443,2Grammed_APICalls_#445,2Grammed_APICalls_#447,2Grammed_APICalls_#448,2Grammed_APICalls_#459,2Grammed_APICalls_#468,2Grammed_APICalls_#474,2Grammed_APICalls_#475,2Grammed_APICalls_#476,2Grammed_APICalls_#477,2Grammed_APICalls_#478,2Grammed_APICalls_#482,2Grammed_APICalls_#485,2Grammed_APICalls_#487,2Grammed_APICalls_#495,2Grammed_APICalls_#502,2Grammed_APICalls_#508,2Grammed_APICalls_#509,2Grammed_APICalls_#514,2Grammed_APICalls_#515,2Grammed_APICalls_#531,2Grammed_APICalls_#534,2Grammed_APICalls_#535,2Grammed_APICalls_#537,2Grammed_APICalls_#539,2Grammed_APICalls_#543,2Grammed_APICalls_#546,2Grammed_APICalls_#547,2Grammed_APICalls_#548,2Grammed_APICalls_#549,2Grammed_APICalls_#550,2Grammed_APICalls_#551,2Grammed_APICalls_#552,2Grammed_APICalls_#553,2Grammed_APICalls_#554,2Grammed_APICalls_#555,2Grammed_APICalls_#556,2Grammed_APICalls_#557,2Grammed_APICalls_#558,2Grammed_APICalls_#559,2Grammed_APICalls_#560,2Grammed_APICalls_#561,2Grammed_APICalls_#590,2Grammed_APICalls_#6,2Grammed_APICalls_#602,2Grammed_APICalls_#606,2Grammed_APICalls_#607,2Grammed_APICalls_#613,2Grammed_APICalls_#615,2Grammed_APICalls_#616,2Grammed_APICalls_#618,2Grammed_APICalls_#62,2Grammed_APICalls_#624,2Grammed_APICalls_#628,2Grammed_APICalls_#63,2Grammed_APICalls_#630,2Grammed_APICalls_#632,2Grammed_APICalls_#655,2Grammed_APICalls_#657,2Grammed_APICalls_#672,2Grammed_APICalls_#673,2Grammed_APICalls_#674,2Grammed_APICalls_#675,2Grammed_APICalls_#677,2Grammed_APICalls_#678,2Grammed_APICalls_#680,2Grammed_APICalls_#681,2Grammed_APICalls_#682,2Grammed_APICalls_#683,2Grammed_APICalls_#684,2Grammed_APICalls_#685,2Grammed_APICalls_#686,2Grammed_APICalls_#689,2Grammed_APICalls_#692,2Grammed_APICalls_#693,2Grammed_APICalls_#694,2Grammed_APICalls_#695,2Grammed_APICalls_#698,2Grammed_APICalls_#699,2Grammed_APICalls_#700,2Grammed_APICalls_#701,2Grammed_APICalls_#703,2Grammed_APICalls_#704,2Grammed_APICalls_#705,2Grammed_APICalls_#708,2Grammed_APICalls_#709,2Grammed_APICalls_#711,2Grammed_APICalls_#712,2Grammed_APICalls_#713,2Grammed_APICalls_#714,2Grammed_APICalls_#715,2Grammed_APICalls_#716,2Grammed_APICalls_#717,2Grammed_APICalls_#719,2Grammed_APICalls_#720,2Grammed_APICalls_#721,2Grammed_APICalls_#723,2Grammed_APICalls_#724,2Grammed_APICalls_#725,2Grammed_APICalls_#726,2Grammed_APICalls_#727,2Grammed_APICalls_#728,2Grammed_APICalls_#729,2Grammed_APICalls_#730,2Grammed_APICalls_#731,2Grammed_APICalls_#732,2Grammed_APICalls_#733,2Grammed_APICalls_#734,2Grammed_APICalls_#735,2Grammed_APICalls_#736,2Grammed_APICalls_#737,2Grammed_APICalls_#739,2Grammed_APICalls_#740,2Grammed_APICalls_#741,2Grammed_APICalls_#742,2Grammed_APICalls_#743,2Grammed_APICalls_#744,2Grammed_APICalls_#752,2Grammed_APICalls_#753,2Grammed_APICalls_#754,2Grammed_APICalls_#755,2Grammed_APICalls_#756,2Grammed_APICalls_#758,2Grammed_APICalls_#759,2Grammed_APICalls_#760,2Grammed_APICalls_#762,2Grammed_APICalls_#763,2Grammed_APICalls_#764,2Grammed_APICalls_#765,2Grammed_APICalls_#766,2Grammed_APICalls_#783,2Grammed_APICalls_#784,2Grammed_APICalls_#789,2Grammed_APICalls_#790,2Grammed_APICalls_#792,2Grammed_APICalls_#793,2Grammed_APICalls_#799,2Grammed_APICalls_#8,2Grammed_APICalls_#801,2Grammed_APICalls_#802,2Grammed_APICalls_#803,2Grammed_APICalls_#804,2Grammed_APICalls_#805,2Grammed_APICalls_#806,2Grammed_APICalls_#807,2Grammed_APICalls_#808,2Grammed_APICalls_#809,2Grammed_APICalls_#811,2Grammed_APICalls_#812,2Grammed_APICalls_#813,2Grammed_APICalls_#814,2Grammed_APICalls_#815,2Grammed_APICalls_#816,2Grammed_APICalls_#817,2Grammed_APICalls_#818,2Grammed_APICalls_#819,2Grammed_APICalls_#820,2Grammed_APICalls_#821,2Grammed_APICalls_#822,2Grammed_APICalls_#823,2Grammed_APICalls_#824,2Grammed_APICalls_#825,2Grammed_APICalls_#826,2Grammed_APICalls_#829,2Grammed_APICalls_#830,2Grammed_APICalls_#835,2Grammed_APICalls_#837,2Grammed_APICalls_#839,2Grammed_APICalls_#84,2Grammed_APICalls_#840,2Grammed_APICalls_#88,2Grammed_APICalls_#9,2Grammed_APICalls_#90,2Grammed_APICalls_#94,2Grammed_APICalls_#95,Active_Min,Average_Packet_Size,Avg_Bwd_Segment_Size,Avg_Fwd_Segment_Size,Bwd_IAT_Max,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_IAT_Max,Fwd_Header_Length2,Fwd_IAT_Max,Fwd_IAT_Mean,Fwd_IAT_Min,Fwd_IAT_Total,Fwd_Packet_Length_Std,Idle_Max,Idle_Min,Init_Win_bytes_forward,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,SYN_Flag_Count,Subflow_Bwd_Bytes,Subflow_Bwd_Packets,Subflow_Fwd_Bytes,Subflow_Fwd_Packets,Total_Length_of_Bwd_Packets,Family
0,0,0,0,0,1,61,0,0,38,7,0,0,0,0,0,0,0,0,39,0,1,0,47,7,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,2,0,0,0,12580334,6394,7643,3172,195802486,7643,5105,357326431,8003,207185554,102247493,57390637,258812794,3523,130674885,112421426,1230046,16365,5601,6269,3128980,1,407423,399,25948,294,407423,kemoge
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450848,5535,7472,2361,172826824,7472,5236,311888943,7688,188058999,86903761,50708206,232060538,3222,153421151,136662835,963843,15794,5006,6157,3075035,2,536157,468,22176,282,536157,kemoge
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5428013,3890,5205,1604,156019779,5205,3756,273221211,4756,152996326,78299870,51114286,195251602,2004,123828800,106297602,626345,10932,3537,4231,2136788,1,153134,180,18320,161,153134,kemoge
0,0,0,0,0,3,100,6,0,52,1,4,0,0,0,0,0,0,0,5,0,0,0,92,0,0,0,0,41,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,3,0,0,0,12882132,5037,5900,2406,139825124,5900,3905,281673014,6319,177814344,86614659,50496867,229498204,2357,174069626,155507516,939580,12496,4344,4549,2214988,2,237510,265,21399,214,237510,kemoge
0,1,0,0,0,0,0,16,0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,63,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,45,3,0,0,3760998,4017,5540,1832,140097281,5540,4381,281747787,8597,190786115,80304023,40383020,235532057,2330,165134638,148844916,615956,12449,3606,4695,2290173,3,362734,352,19606,277,362734,feiwo
0,0,0,0,0,0,0,0,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7361522,6993,9704,3366,284155976,9704,7432,643090419,12754,438066985,234173385,143368543,496511621,4726,244171544,220360247,1343536,21889,6302,8482,4197649,3,573612,552,33270,453,573612,shuanet
0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6494572,6299,8885,2931,253677333,8885,6703,531604244,11973,354505874,174681674,98783195,413425002,3906,220625710,200659129,1211841,19844,5637,7569,3642553,3,586770,544,28563,419,586770,shuanet
0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761830,4215,5978,1823,194485212,5978,4591,384923608,7501,248224542,117987072,68501568,295868944,2384,196372723,177729392,677555,12982,3790,4924,2390656,3,305926,310,19195,265,305926,shuanet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627546,4650,6312,2252,194351015,6312,4974,502405765,7832,353777036,206589577,136848826,396462142,2986,217538472,201331991,707331,14335,4216,5508,2787053,2,262419,284,24134,267,262419,shuanet
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6937387,7213,9768,3580,233203266,9768,7514,575103135,12580,408954841,217335005,136592133,469688205,4649,223924413,200207973,1361117,22406,6428,8574,4176452,3,566700,546,30677,448,566700,shuanet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4374880,5353,7083,2581,210835627,7083,5465,437219690,8739,293527098,149314610,87931004,332338739,3326,194163404,174623519,903595,15898,4775,6129,3002123,3,424459,406,24366,311,424459,ewind
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4577346,5796,7991,2752,192127391,7991,6315,436843555,9451,307518663,144826717,79999418,348314611,3721,205577286,187144794,955926,18037,5233,6974,3517057,2,369428,376,27286,332,369428,ewind
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8606817,7041,9386,3697,309094295,9386,7245,667049070,11456,422899486,240177044,143441089,477894588,4981,263712750,238967119,1459418,22253,6252,8501,4058061,3,506034,510,32036,425,506034,ewind
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9813295,7780,10548,4008,268683869,10548,8399,674054870,12046,476772575,251725353,157189787,524748184,5351,260883580,243635604,1538642,25021,6940,9587,4660914,3,427845,465,34619,453,427845,ewind
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5569632,5236,7398,2349,210629076,7398,5611,436881119,-131290576,280212875,157983378,102647381,325574706,3171,196851782,178541468,870476,16099,4738,6240,3145826,3,399075,392,24230,333,399075,selfmite
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060362,3774,5279,1683,182343855,5279,4103,401927540,7569,272762607,156729559,106057446,321281216,2230,175218350,156856485,714834,11919,3419,4488,2176426,3,264672,280,19411,257,264672,selfmite
0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6432673,6783,8394,3581,322569784,8394,6735,680709938,46151709,449945628,265566533,189268082,503521232,4618,252764226,224924432,1335151,19725,6139,7713,3806750,2,596719,561,41340,356,596719,avpass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,8931897,5261,6580,2669,250348719,6580,5409,539999852,7736,351270024,177819555,108027520,408863843,3430,251199510,231147819,900166,15881,4796,6083,3042122,3,234702,290,32775,260,234702,avpass
0,0,0,0,0,0,6,234,0,19,3,102,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,139,0,0,0,3807481,5465,6852,2731,189699445,6852,5411,391943927,7510,253759070,134543265,82547796,302283309,3568,166999846,152929594,860095,16138,4939,6246,3131313,2,495502,454,28318,271,495502,avpass
